crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type;source_reference;source_product_category;source_contract_state;source_duplicate_count;target_siren;already_in_crm_ok_gt_exact;existing_component_relation;crm_surface_fingerprint;crm_gt_fingerprint;ambiguous_exact_truth_for_crm_surface;already_in_crm_ok_gt_exact_surface
APROLIS;94000;94028;1616;CRETEIL;72820653300800;6 RUE CLAUDE NICOLAS LEDOUX;CRETEIL;94028;94000;A;INSEE_AND_CP;S190408_39001;Fibre Essentiel;terminated;1;728206533;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c9b777fb6ba4b44d89322b2563d0fa1c1be9a9f1a97711f4645b310c15db06af;fffe85ca11b2446f6e67b68be977934d0e9211ddd4fc717d27459aedf5131b78;False;False
AQUITANIS;33300;33063;1620;BORDEAUX;39873148900033;92 RUE PIERRE TREBOD;BORDEAUX;33063;33300;A;INSEE_AND_CP;S190405_38006;Fibre Essentiel;terminated;1;398731489;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cd425a40865b46f96f27bf74c55bc7e6e49f51c397c56a6aed3356f224a91f57;df9bc2792e01e16a2e18c4eb941fb6945ebccdbabf420bcf2ff11203c0f9f416;False;False
CAEN LA MER HABITAT - Agence co Backup;14000;14118;1628;CAEN;27140002000027;37 RUE JEAN ROMAIN;CAEN;14118;14000;A;INSEE_AND_CP;S190409_37001;Fibre Essentiel;terminated;1;271400020;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b9184ef0659edc1584f087cf9efc8beac3222d45ec214f9e4bc4cb1c1da35b59;40203fc5b1c362d085c40ebfdbf6c1803966d3f8c505155875b1c6f87d183e66;False;False
4R RH CONSULT;31700;31069;163;BLAGNAC;75315383200013;2B RUE MARCEL DORET;BLAGNAC;31069;31700;F;INSEE_AND_CP;S181211_35001;Fibre Essentiel;terminated;1;753153832;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3a482800625687930eb06d0383588f41d1d7371f6ffcb0e0e12d20c95555609f;f435defca64aba7cac7e747bbec8b12e22973a908de5f4446a25cc012b2310f2;False;False
A.C.K. Immobilier ;78160;78372;164;MARLY LE ROI;41221601200028;15 RUE DE PORT MARLY;MARLY LE ROI;78372;78160;F;INSEE_AND_CP;S181211_36001;Fibre Essentiel;terminated;1;412216012;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;9e2e771318031f88bd415f6b3e5737f5fa6143b8b748d1516f6eceb220e0f197;d62033cb30ad308a9e80fa5452f28015953914d225f0e6062b78713a025891c0;False;False
ALEPH ECRITURE;75005;75105;1646;PARIS 05;34975106500013;7 RUE SAINT JACQUES;PARIS 05;75105;75005;F;INSEE_AND_CP;S190410_34001;Fibre Essentiel;terminated;1;349751065;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7db1e913a31ad7916ae2ef084d7ebc62fa36a8f0b98ee6828d47c2920b251114;b3588803de1e40f2dd3dcf52f39bd7b39e1b9b0970a7de8b83c21d18d239d6bf;False;False
EKYLIS ;69003;69383;1659;LYON 03;30209571600031;11 RUE GUILLOUD;LYON 03;69383;69003;A;INSEE_AND_CP;S190411_34001;Fibre Essentiel;terminated;1;302095716;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;69af781a285278e3295080a2a076c664841dacf3033807655549d3677655206b;76449331cc2b3b4f0ee14f9ef8f5cfa8b42319552b6135446ebdc7102c858f6f;False;False
DOMINOS PIZZA TIMBA SAS;93130;93053;1662;NOISY LE SEC;84162221000018;117 RUE JEAN JAURES;NOISY LE SEC;93053;93130;A;INSEE_AND_CP;S190411_35004;Fibre Essentiel;terminated;1;841622210;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fd9a5ee9af70d6e692054df935f1bdf89e7e2fe68fdba9ada57b19f724cadd19;befc074c84064422a94e29d0fc30e0d1711ff762f810cd6ebb6d302ce2a52157;False;False
SEGECO;26000;26362;167;VALENCE;58735027300716;360 AVENUE VICTOR HUGO;VALENCE;26362;26000;F;INSEE_AND_CP;S181211_43001;Fibre Essentiel;terminated;1;587350273;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;27d28e6e50397901d9f697b0c880079ca06f8a9bde857957f6846db4ef47ba9b;3f0d5b44633f5da794b258c376a19bf83d0b5c0c1b07c9f566fad7cb461b2be8;False;False
Saint Jean SAS;26100;26281;1673;ROMANS SUR ISERE;31182126800027;44 AVENUE DES ALLOBROGES;ROMANS SUR ISERE;26281;26100;F;INSEE_AND_CP;S190409_38003;Fibre Essentiel;terminated;1;311821268;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ac77fde15efc7b93a4dfd425041f46325a6be03fe5b04e2217973969d981976f;21700dc099ac92b7cd653436534f0c1518bbe246df3972310b54615eca65de86;False;False
AME 2 TAPISSIERS;94220;94018;1674;CHARENTON LE PONT;50966505500018;14 RUE DU PARC;CHARENTON LE PONT;94018;94220;A;INSEE_AND_CP;S190410_32006;Fibre Essentiel;terminated;1;509665055;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fe9e77592c1cd6795999bc1dedf0ac257a261e71cc94cf7958ebc3225091c171;5d9d52d8c9df60f7694fc3d2fdabe487839b68866ff20175737047da8255cd36;False;False
ANACOURS;75017;75117;1676;PARIS 17;44146037500120;8 RUE DE LA TERRASSE;PARIS 17;75117;75017;F;INSEE_AND_CP;S190412_30004;Fibre Essentiel;terminated;1;441460375;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;357aab83d2aa1e014116ffb54f9e3d1bc54d67937df04379b7977bfad6cdecac;0eeff6f6f5258421656b5eb43592d8c841e0f8e550360ed9e1ab6c3425ae14d7;False;False
CAEN LA MER HABITAT - Atelier Backup;14000;14118;1677;CAEN;27140002000027;14 RUE DES HAUTS DE BEAULIEU;CAEN;14118;14000;A;INSEE_AND_CP;S190412_30007;Fibre Essentiel;terminated;1;271400020;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;927af6a2d4eb9b114746fb3e162a0c5d576747ff71b815e0e4e69febd933c82e;cdba0b68a07bb92cc38fd425055dd3b7ba08d110c9dc35b4796166a5bdd0f6bd;False;False
ASSOCIATION SOINS SANTE ;49000;49007;1683;ANGERS;77560955500278;16 RUE LOUIS DOLBEAU;ANGERS;49007;49000;A;INSEE_AND_CP;S190409_36002;Fibre Essentiel;terminated;1;775609555;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c3ff755d6223192bfb5eab8c328aba6a5d61180c61c31f037f2878cf1f86b91a;366f8282f5e1a1870d83fc60a803aeffefd51ab16d35ef211fc482b7fa0bb09c;False;False
AFP 25;25480;25454;1685;PIREY;49070974800035;25 ROUTE SAINT MARTIN;PIREY;25454;25480;F;INSEE_AND_CP;S190412_31006;Fibre Essentiel;terminated;1;490709748;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c82b48c13d852f05ee28b569b75065c0be9a870645cb50a4f40449af3faaa13d;03181b027a1d51496fd053430b219376a7f1681d9a7e7c6d193cbf44a7fabac8;False;False
APAJH SARTHE-MAYENNE;72000;72181;1690;LE MANS;30294931800042;52 RUE DU PUITS DE LA CHAINE;LE MANS;72181;72000;A;INSEE_AND_CP;S190412_32006;Fibre Essentiel;terminated;1;302949318;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5cb71b66fd246499f4df7d10ccc93216fc0003676faafb41920a0ed3110cdc8e;288a57b9628f4ac1c5e51e4459ce7c815d65f069ee47bfb3456530ad176adcea;False;False
Communauté Des Carmelites De Toulouse ;31600;31395;1694;MURET;35119926000016;67 CHEMIN DE LACOMBE;MURET;31395;31600;A;INSEE_AND_CP;S190412_34002;Fibre Essentiel;terminated;1;351199260;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;d6f81de2d4543b119aa9868c4e44636fd318612b69b8104654a9cf4948d887b8;cc3d755e0d6ccaccda8dfbb9155013f1d6ebbd6498b11fdc87ac54a15628c47d;False;False
LANGENSEE WOODLINE SARL;68170;68278;1699;RIXHEIM;35301613200014;135 GRAND RUE PIERRE BRAUN;RIXHEIM;68278;68170;F;INSEE_AND_CP;S190412_36003;Fibre Essentiel;terminated;1;353016132;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b00c30c8e37eb1eea06a50b3cc1b46f0ba96e0b6517f884da71a6ec17180bb3f;62876fee054b504808f0491505141e3db891f1e3eb98b3583f56b881bfa41b97;False;False
C.C.L - SCOOTER LECOURBE;75015;75115;1703;PARIS 15;80237571700013;262 RUE LECOURBE;PARIS 15;75115;75015;A;INSEE_AND_CP;S190412_37002;Fibre Essentiel;terminated;1;802375717;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8b6880994b2757f124f0fe1f5cb2cd0f806cb0c9d4909f97731d96f17f9a9e7a;4d98c9cc2e1db30c3ad864b86ad6f68ce9c90d87a134e9b097b3b51b4c530527;False;False
URIOPSS;44100;44109;1705;NANTES;78835419900036;4 RUE ARSENE LELOUP;NANTES;44109;44100;F;INSEE_AND_CP;S190412_38002;Fibre Essentiel;terminated;1;788354199;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0dd2ba3e579be30136bb1c1729f4c36f86817982da77ed440978f2b29acecae2;b13a57e34e4334301a57ca1c323e18de0f8ad64c445cfc487e66e09f52b765d3;False;False
COMMUNE D'ANNECY SALLE Yvette Martinet ;74000;74010;1706;ANNECY;20006340200016;15 AVENUE DES ILES ANNECY;ANNECY;74010;74000;A;INSEE_AND_CP;S190412_38003;Fibre Essentiel;terminated;1;200063402;True;EXISTING_TRAIN_COMPONENT;9c393cfbe58807a0d125639ef1d4755ee347a3b324c1728520d49f30d3ca57ef;eedaf39b217a12c81c61d8c539c3b53a11a9bd9e4603b2ddb662c5329ff1e83c;False;False
OPTIBG;31770;31149;1709;COLOMIERS;81209624600010;27 ALLEE DU ROUSSILLON;COLOMIERS;31149;31770;A;INSEE_AND_CP;S190415_31004;Fibre Essentiel;terminated;2;812096246;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;da80c6168d6e831102cef198fb7a986f1ecc83e507c1f99acdac12f20ea286fb;3519db1fe40dd01d13aec412c66ec2ef55176205b6f3b2b2629e92094507bc2b;False;False
UCAR-LOCAUTO SERVICES;93190;93046;1717;LIVRY GARGAN;81412213100018;183 AVENUE ARISTIDE BRIAND;LIVRY GARGAN;93046;93190;F;INSEE_AND_CP;S190415_35002;Fibre Essentiel;active;1;814122131;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a026deff8ce6c3f3a4ad841319f7c88134888fd07e72a9b7cb2d01d8db2e1d30;9d8e4eb977708aa4805ebe4d803ba7c1281e0e4d9d360bb94057e13c4ccfe0e5;False;False
SAVS LEOPOLD BELLAN;75020;75120;1718;PARIS 20;77567216500450;67 RUE DE LA PLAINE;PARIS 20;75120;75020;F;INSEE_AND_CP;S190415_35003;Fibre Essentiel;terminated;1;775672165;False;EXISTING_TRAIN_COMPONENT;c23d45cb3bb3e93ca927c51083862b3cf89de7a935ad19c387a8f317a63cc5a9;28e716cc9570346c4ccdb3cb108a83eaff1001f6f5b6be955dfb041037938c93;False;False
LYCEE BRASSAI;75015;75115;17264;PARIS 15;19750794000017;00008 RUE QUINAULT;PARIS 15;75115;75015;F;INSEE_AND_CP;S190129_13002;SDSL;terminated;1;197507940;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8b64b95cbb63e74ce9a05e65b5f66440a047a1a7cdc5a7894a567e37e57e626d;8c6ed89aa5755e3bd51fddfa5fad20d7e52afaec44a813ea320ab8cf211bdc20;False;False
VD-COM POITIERS;86000;86194;1729;POITIERS;43145426300150;116 RUE DE LA BUGELLERIE;POITIERS;86194;86000;F;INSEE_AND_CP;S190412_34001;Fibre Essentiel;terminated;1;431454263;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;87974dc3cccf1caf9406b60f43e75715d59c613d013c56b7b83d91dd098a7b88;e7d414941a9c5508b55c2d273083fdcb278d9e35fdd344b9077306b6233c6f26;False;False
SCAC AUTOMOBILES;18100;18279;17369;VIERZON;35377386400072;00100 AV DU 8 MAI 1945;VIERZON;18279;18100;A;INSEE_AND_CP;S190705_08001;SDSL;terminated;1;353773864;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b39f1e3bd0c54319cf905167bb1e015004421ed3c3d715fe8406266033af79f5;a1dce0076812cab08c4a858a351ac4f7bda1a4a5d27b6514439c193baca95d5d;False;False
AEMMIE;33530;33032;1747;BASSENS;53020503800033;10 AVENUE LAMARTINE;BASSENS;33032;33530;A;INSEE_AND_CP;S190416_37001;Fibre Essentiel;terminated;1;530205038;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;faa732e2998c71f34acc6d2bfb6c08206aa96483511046a49e5115c08098415e;5d217d01a558dc4e67382ff524ab7d16ae73aff4dd868c76effc060ab0d56b9a;False;False
PROTH LABO;34500;34032;1753;BEZIERS;33210721800023;2 RUE LOUIS BAUSSET;BEZIERS;34032;34500;F;INSEE_AND_CP;S190417_31004;Fibre Essentiel;terminated;1;332107218;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;910f4699011b90f293534a6cf987c64e9730fab0f7360c6cba1f5eb2642ad542;d4ca29513e231fe872536b134b5e06bca606808083cdeabca3abd2c77ce03cb9;False;False
ARMAGNAC CASTAREDE Haussmann;75008;75108;1759;PARIS 08;38468435300053;140 BOULEVARD HAUSSMANN;PARIS 08;75108;75008;A;INSEE_AND_CP;S190417_36002;Fibre Essentiel;terminated;1;384684353;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;07e2fb12106fa77cbd86ce7fbfa85a765c07581dc6ce779accfbeeeab8d6fcae;6f86fb1fe430a8d1f919e91a0da6e4311e73cc20b25ced11fe5a0d1ac8b48acf;False;False
MASSY PALAISEAU IMMOBILIER-ERA;91120;91477;1765;PALAISEAU;53790618200028;100 RUE DE PARIS;PALAISEAU;91477;91120;A;INSEE_AND_CP;S190417_38001;Fibre Essentiel;terminated;1;537906182;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5b490e0d7712e00ac1a1ad0a74a10ac5f27ef228516ecd580c53fcac62ab5593;e11b3574794ecd0930a57942379986bbafa63816f2125a40de50bb49171af4b0;False;False
BUREAU ETUDES ARLAUD;21300;21166;1766;CHENOVE;43281643700037;1 RUE JEAN MONNET;CHENOVE;21166;21300;F;INSEE_AND_CP;S190418_31001;Fibre Essentiel;terminated;1;432816437;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fb17bd6a5e6e18f6357089faf3be7c4b42651bac5909c75c5943a65afe85e2c4;48d8ad472e3fc4abd9a1a38580d0b41a2ca7f2f2c4e39892c17876e1f0af8b24;False;False
ANPAA;69100;69266;1767;VILLEURBANNE;77566008703371;111 RUE DU 1ER MARS 1943;VILLEURBANNE;69266;69100;F;INSEE_AND_CP;S190418_31002;Fibre Essentiel;terminated;1;775660087;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2d540004f71df2b9ebea7086c59f8a3d5db4e2df5761778c28ca854b8d84cfa1;a17f35ebb59767a9f6e4ec232bfa6608d0ec875253c04706de9130c849abf77f;False;False
EXPERTISE URBAINE;92000;92050;1771;NANTERRE;48002408200053;26 RUE DES AMANDIERS;NANTERRE;92050;92000;F;INSEE_AND_CP;S190418_32002;Fibre Essentiel;terminated;1;480024082;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f95b9c976334f2dd5ebb28200868e80fc0c415dd319dfc8cd6ad61235c7acd19;ad98bb272217178cbf8cdd437467aaebf1c3bc0b3620bb2d1a5f1f3a33b48f4f;False;False
PLASTIMARK FRANCE;95280;95323;1779;JOUY LE MOUTIER;44099015800048;38 RUE DENIS PAPIN;JOUY LE MOUTIER;95323;95280;A;INSEE_AND_CP;S181212_38001;Fibre Essentiel;terminated;1;440990158;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c1be44030c0c5253d11a679c88ffe0393606efc9a81f787147b26a7db23f5ba2;e974a97d4f132c17ea27b427c7e988aacb4a5d8dac8b70e524689e8d012abad2;False;False
DUFOUR TISSEUIL CATHERINE;75006;75106;1781;PARIS 06;39410144800048;120 RUE D ASSAS;PARIS 06;75106;75006;A;INSEE_AND_CP;S190418_32007;Fibre Essentiel;terminated;1;394101448;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;38a821c1cddce560ab5f81679252e6d2c62a13eb6e6687941db405ada9723236;9783d9d5f3e3810d5f4b5601b84caba3ddc328d6a9529388263da54318845b59;False;False
UNIS CITE RHONE ALPES;69003;69383;1783;LYON 03;43219899200211;293 RUE ANDRE PHILIP;LYON 03;69383;69003;F;INSEE_AND_CP;S190418_35001;Fibre Essentiel;terminated;2;432198992;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ffe6c8f79896598a4b62d9e9e24edc7fb0063300b9aa93970568e062a502887a;c8c40437288ac38784e8d82c664545d1c3d3335343533ea77874b3ee9c637332;False;False
JPS CONSULTANT;69007;69387;17871;LYON 07;37961143700037;00082 CRS GAMBETTA;LYON 07;69387;69007;A;INSEE_AND_CP;S190503_13003;SDSL;terminated;1;379611437;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5144f252b31334ea432778c230be1d9d3a0f9dea02479a873bb3c8ca92f92608;03796bcf2ec8758f0db53399763a0b233445bc4fd7f3c1b558af77f9bc4b3687;False;False
GPSPB;21200;21054;180;BEAUNE;48819982900042;4 AVENUE ROGER DUCHET;BEAUNE;21054;21200;F;INSEE_AND_CP;S181116_40001;Fibre Essentiel;terminated;1;488199829;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0579be9deacffa189ba6601a487cb35b36d82912387ddee12a96d56cc0d0a176;91022bb18c1349819091ceca343d680f0cfb34e46538779e4af4eda22610cf19;False;False
ANACOURS;75015;75115;1806;PARIS 15;44146037500112;31 AVENUE FELIX FAURE;PARIS 15;75115;75015;A;INSEE_AND_CP;S190419_33002;Fibre Essentiel;terminated;1;441460375;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1ad874e9e73ddf1b796bed15ef6f2485a52befce2fdd69c3b5f4b70646387c87;e3b07c118dd6dd978c8db2752b046e6b3664ef025d75a91c0cb55733e23285c5;False;False
ITRA-VEILLE;69003;69383;1811;LYON 03;45398453600020;48 RUE DU LAC;LYON 03;69383;69003;F;INSEE_AND_CP;S190419_38001;Fibre Essentiel;terminated;1;453984536;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;987f0fa656cbd2dcd5dd84036b19a496ede6fd6b26fa75ad835985ccdf80f2c9;3b079cc85df6c8ba5b006aef28743c5fa55c85915f6d21075ef6537328b2070d;False;False
CIS BESANCON;25000;25056;1815;BESANCON;77829792900029;3 AVENUE DES MONTBOUCONS;BESANCON;25056;25000;A;INSEE_AND_CP;S190424_31001;Fibre Essentiel;terminated;1;778297929;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;72a32bde608a36ca5f9e23da68657d8b2d9bcf3ae8556cad1997631eefb90a5e;1ea41a360767bdd3f37ba80e05172bfac9c4998856f57cd9291b6513c98bbfb5;False;False
DANAE;92200;92051;18155;NEUILLY SUR SEINE;41820811200023;0211B AV CHARLES DE GAULLE;NEUILLY SUR SEINE;92051;92200;F;INSEE_AND_CP;S190429_14001;ADSL;terminated;1;418208112;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3853cbec4c3fb4e7e6cd29e6222e4e53ca97a38a533369bc72e9c0b6ed299248;c524ec0b7c354ae6fd88d5c13298c14f4957bd986da446af87d750d6deeebcfa;False;False
DOOR SYSTEMES;77200;77468;18156;TORCY;50738485700011;00000 ALL DES EPINETTES;TORCY;77468;77200;A;INSEE_AND_CP;S190506_14002;ADSL;terminated;1;507384857;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;4c476929cad8dcfaebc4276a98b01773db787a9ca501688b692b9fa39c7130cc;8eb8b7c89a2e645ae40e62dc5b0da32ad8a71e88137395c9e382300ceea2755c;False;False
CENTRE SOCIAL COCTEAU;59650;59009;1816;VILLENEUVE D ASCQ;42216591000015;44 RUE DE LA CONTRESCARPE;VILLENEUVE D ASCQ;59009;59650;A;INSEE_AND_CP;S190424_38001;Fibre Essentiel;terminated;1;422165910;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;32515e3807417e79df180ad9df46a32fccd871c1f37aa32da1c57b090b054732;638752936ad804f55d4b4a1f267171d53ab00a01d3138cd3ab4d09efd41b9cce;False;False
CAEN LA MER HABITAT;14000;14118;1818;CAEN;27140002000027;11 RUE DE BOURGOGNE;CAEN;14118;14000;A;INSEE_AND_CP;S190425_38001;Fibre Essentiel;terminated;1;271400020;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;d0efa11adf64b9def2615672cfb6e99d265592f743aca24366d3e90fefad64f4;ca00beaeaa4bc05b3105a68d0f08805ce62bd0e3cf5956455f7c9e4de25a38ff;False;False
VIANOVA IMMOBILIER;92100;92012;1819;BOULOGNE BILLANCOURT;83357376900019;94 AVENUE DU GENERAL LECLERC;BOULOGNE BILLANCOURT;92012;92100;A;INSEE_AND_CP;S190426_31001;Fibre Essentiel;terminated;1;833573769;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cf156f8cf1eb67a67fa65eb909669535f883db505f7b7766863a3982025975e5;0cc9dcdf268f212053ccdc9c7ff124c305f5dd6ba4b11078e5e2f25426bb5532;False;False
SACEF;95880;95210;182;ENGHIEN LES BAINS;32607361600038;25 BOULEVARD DU LAC;ENGHIEN LES BAINS;95210;95880;F;INSEE_AND_CP;S181211_32001;Fibre Essentiel;terminated;1;326073616;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5fa3979f8d2e8bd614923bf616150d1e279edaa62d73e4cb5436c9375645d948;0587f5eeb05f21ddb415ecad34831436cb7dd0c20847ff5e19438c5dd9589be1;False;False
CAEN LA MER HABITAT - CTRE CAL CHV;14000;14118;1824;CAEN;27140002000027;7 RUE MOLIERE;CAEN;14118;14000;A;INSEE_AND_CP;S190426_34003;Fibre Essentiel;terminated;1;271400020;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3340a7f539fb596b8ef35d1c6364ca601325492f528a80869a3368ac2d45fbd9;1421c047aad594f26760fddd955b5b24ef56f7152dd57b198091a4a39027bec9;False;False
MH ENERGIE;93500;93055;18402;PANTIN;78996465700017;00055 RUE CARTIER BRESSON;PANTIN;93055;93500;F;INSEE_AND_CP;S190220_15002;ADSL;terminated;1;789964657;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;9eb68942af52b65b28642e6b012d1cd1ff364b17233a8190c88ec22c295df968;283ba7692cd50f60e4d52e88142ca980d6719b224596ed4d756a64932a8f0019;False;False
REBIERE ET CIE;24750;24557;1842;TRELISSAC;38955553300022;228 AVENUE MICHEL GRANDOU;TRELISSAC;24557;24750;F;INSEE_AND_CP;S190426_38003;Fibre Essentiel;terminated;1;389555533;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5630c40995542c3a959152f2805351f1d42ed6014856c06ff5650708a73fd82a;415dae520ceddfad32fe0fa94cdfc534e403ddba25338128da9fc6e6a24d8518;False;False
ALCOREP;92160;92002;1848;ANTONY;42294205200024;2 RUE ALEXIS DE TOCQUEVILLE;ANTONY;92002;92160;A;INSEE_AND_CP;S190426_38010;Fibre Essentiel;terminated;1;422942052;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;133bbad23725ddc7c9d77fbce8fea95c269fe6a92118ee28688b4a511e5ea593;29eae700c95a64cae5a664a0006763b245a339bed9b3f012f89956a4be4a2ac9;False;False
LES CYGNES;75016;75116;1851;PARIS 16;75368057800014;6 CHAUSSEE DE LA MUETTE;PARIS 16;75116;75016;A;INSEE_AND_CP;S190426_38014;Fibre Essentiel;terminated;1;753680578;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a074f7b9c2801a120c8ca247e1c203da6e56b0496813bcaa378a98f865c6c3e4;22a42038b7054bfb3175330c20e7ca0f9b299a75b07cd25b7def9d4c17f983da;False;False
SI ASSAINISSEMENT AGGLO PARISIENNE SIAAP;75012;75112;1852;PARIS 12;25755000400077;2 RUE JULES CESAR;PARIS 12;75112;75012;A;INSEE_AND_CP;S190426_39001;Fibre Essentiel;terminated;1;257550004;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5ec6ddbd6046918892d4dd5dae77ae01cedd3456c90a3e75000bd216b7aaa6b4;f65950f33f512993906fb9da37ccfa4217a6308df1602b775c3010d9b71fcb69;False;False
PHARMACIE LABBE-DUTILLEUL;69008;69388;18667;LYON 08;50783093300028;00026 AV ROCKEFELLER;LYON 08;69388;69008;A;INSEE_AND_CP;S190503_07001;SDSL;terminated;1;507830933;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;18475955a1540b83ae40d170c0bf73c3a3e5a5654b6d6edec94aa65565581507;14179960da8e40efd5de81dd60788b8f165d0ad6973bd2b1027e1402529add90;False;False
BASF;13080;13001;18814;AIX EN PROVENCE;31206673100299;00090 RUE CLAUDE NICOLAS LEDOUX;AIX EN PROVENCE;13001;13290;F;INSEE_ONLY;S190522_15002;SDSL;terminated;1;312066731;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3b705d63379426fc29fae280ae1d611afc7470a89173fd3cab29b56b4d22f598;33fd39ecbe6535435b4893d989fd27a6dbc6b5cda45497597bda89c1ac97996a;False;False
CABINET DOCTEUR CHERON ANAIS;73000;73065;1885;CHAMBERY;83899484600015;688 AVENUE DES FOLLAZ;CHAMBERY;73065;[ND];F;INSEE_ONLY;S190429_33008;Fibre Essentiel;terminated;1;838994846;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7a96b041fe49110c6e67b85d7e58a46eaa6e3ea8821d9c3ee073115dd3269d61;fcf4c88951b10bc57a7f52dff4d0e19edcaa5eb732625536ddea24d7b6a7ac1f;False;False
NESTENN PROPERTY;94460;94074;18854;VALENTON;82144086400014;00049 RUE DU COLONEL FABIEN;VALENTON;94074;94460;A;INSEE_AND_CP;S190712_12001;ADSL;terminated;1;821440864;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0d61600a0bdb4c408cd081c216c8db28c493b3478355637a58c5353072fb4365;ef50bb1fa442e93278a77515c63d79013e9e91406d62fc718afe0c764b531c91;False;False
ORPI TRANSAC IMMO;51200;51230;189;EPERNAY;80230323000014;11 RUE DE REIMS;EPERNAY;51230;51200;F;INSEE_AND_CP;S181211_35002;Fibre Essentiel;terminated;1;802303230;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8487456de05f56e33d48acfb277f284b8307aac3abf62bd629e08ded594ddf58;b8727f31f009cd43125bad6beea748e7df97bee32100da3d472abcddd5caf6cd;False;False
GARAGE DEPELSENAIRE;44600;44184;1895;ST NAZAIRE;79744429600017;170T RUE HENRI GAUTIER;ST NAZAIRE;44184;44600;A;INSEE_AND_CP;S190430_30001;Fibre Essentiel;terminated;2;797444296;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;59d518a53b34481179234eebf75be1a6d39e9ac620a4962bdf3de7108bfc5a3b;22027e5cec39927a7d5c027203f99f36f2424459c032b8b2a2c65fe8188cb2bd;False;False
La Coursive Boutaric;21000;21231;1902;DIJON;53038316500012;16 RUE CHANOINE VINCENEUX;DIJON;21231;21000;F;INSEE_AND_CP;S190430_39001;Fibre Essentiel;terminated;1;530383165;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e9f4a227c44fcd397b4ec598d6743cd52c93a6dc6f90d9fc59f9a62fdd53f734;b6d10176ac766e0c4d7ac3a953b963543bdad032933a1f8f0ebcdb3d6781f398;False;False
